0	0	-0.559336	-0.0712548	2.30077
0	2	-0.560294	-0.0722493	3.48419
0	4	-0.561801	-0.0906804	4.34281
0	6	-0.562382	-0.109284	4.69204
0	8	-0.561769	-0.108288	4.5507
0	10	-0.561939	-0.10846	4.00461
0	12	-0.567595	-0.109268	3.12141
0	14	-0.592207	-0.108634	2.65546
0	16	-0.59958	-0.108838	2.88918
0	18	-0.598584	-0.109955	3.07868
0	20	-0.588491	-0.109419	3.34025
0	22	-0.564293	-0.108967	3.48849
0	24	-0.557083	-0.111182	3.4342
0	26	-0.536375	-0.114298	3.16732
0	28	-0.444324	-0.117644	2.57778
0	30	-0.368543	-0.12957	2.11377
0	32	-0.34895	-0.149353	1.74302
0	34	-0.336892	-0.162811	1.71203
0	36	-0.322834	-0.171716	2.1617
0	38	-0.307843	-0.173479	2.55741
0	40	-0.299375	-0.186094	2.98113
0	42	-0.276812	-0.192687	3.03693
0	44	-0.268494	-0.192538	2.69886
0	46	-0.258264	-0.190774	2.34622
0	48	-0.212843	-0.196754	1.84713
0	50	-0.176741	-0.195071	1.41551
0	52	-0.153856	-0.182573	1.46243
0	54	-0.12777	-0.187699	1.69322
0	56	-0.121404	-0.190091	2.09716
0	58	-0.119883	-0.191634	2.33371
0	60	-0.119151	-0.203211	2.27451
0	62	-0.11973	-0.206118	2.63989
0	64	-0.121768	-0.206706	2.60796
0	66	-0.129458	-0.204561	1.85621
0	68	-0.152641	-0.195867	1.58894
0	70	-0.165322	-0.198626	1.67735
0	72	-0.170208	-0.182566	1.53153
0	74	-0.172849	-0.161452	1.59289
0	76	-0.180875	-0.157907	1.51961
0	78	-0.178037	-0.146244	1.26264
0	80	-0.161851	-0.135118	1.30537
0	82	-0.149069	-0.122758	1.84944
0	84	-0.140483	-0.119715	2.41723
0	86	-0.127648	-0.119511	2.73658
0	88	-0.122255	-0.117941	2.93127
0	90	-0.120086	-0.119208	2.96669
0	92	-0.119627	-0.12021	2.9236
0	94	-0.120058	-0.125446	2.77939
0	96	-0.121645	-0.145832	2.7484
0	98	-0.122584	-0.149768	3.48367
0	100	-0.12234	-0.142949	4.26092
0	102	-0.122086	-0.136837	4.85177
0	104	-0.121938	-0.124343	4.45221
0	106	-0.122461	-0.117961	3.63938
0	108	-0.122377	-0.107245	2.49796
0	110	-0.122246	-0.0921857	1.59371
0	112	-0.123819	-0.0847106	1.4492
0	114	-0.13114	-0.0783222	2.0373
0	116	-0.146226	-0.0777766	2.00386
0	118	-0.159379	-0.0724398	1.94809
0	120	-0.157507	-0.0666109	2.02601
0	122	-0.148993	-0.0631593	2.20754
0	124	-0.133521	-0.0379287	2.30804
0	126	-0.12239	0.0101341	3.11424
0	128	-0.118411	0.0308276	4.09313
0	130	-0.0895545	0.0520207	4.53311
0	132	-0.072568	0.0618196	4.63263
0	134	-0.0626275	0.0673039	4.67685
0	136	-0.050131	0.0740142	5.3097
0	138	-0.0442438	0.0825234	6.25445
0	140	-0.0483663	0.0758113	6.94349
0	142	-0.0584756	0.0804832	7.2352
0	144	-0.0663292	0.0729826	7.45135
0	146	-0.0654032	0.0676645	7.45322
0	148	-0.0622459	0.0622008	6.7843
0	150	-0.0655184	0.0607524	5.2193
0	152	-0.0663894	0.054728	3.3056
0	154	-0.0661578	0.0394753	1.72311
0	156	-0.0683176	0.00180528	1.30033
0	158	-0.0716024	-0.0440651	1.60347
0	160	-0.0749779	-0.0656143	1.80837
0	162	-0.0929074	-0.0681319	1.92656
0	164	-0.118633	-0.0696473	1.73757
0	166	-0.122309	-0.07025	1.51828
0	168	-0.123943	-0.070351	1.51395
0	170	-0.124349	-0.0705117	1.71696
0	172	-0.123955	-0.0708941	1.92333
0	174	-0.123654	-0.0709035	1.84615
0	176	-0.124366	-0.070507	1.78152
0	178	-0.128168	-0.0700573	1.81963
0	180	-0.130652	-0.0702822	1.9322
0	182	-0.123398	-0.0705784	2.09623
